description,brand,category
Baken Ets Chicharrones Hot'N Spicy Fried Pork Skins 3.5 Ounces Bag,Pepsico Inc.,Snacks
"PIZZA SAUCE, PIZZA","Wegmans Food Markets, Inc. ",Prepared Pasta & Pizza Sauces
"COOKIES & CREME BUNNY, COOKIES & CREME","Frankford Candy, LLC",Candy
GRILLED CHICKEN SANDWICH,AdvancePierre Foods Inc.,Frozen Appetizers & Hors D'oeuvres
"MILK CHOCOLATE, MILK CHOCOLATE",Compania Nacional De Chocolates S.A.S.,Chocolate
POCKET PITA BREAD,"Beirut Bakery, Inc.",Breads & Buns
"CHOCOLATE CHIP COOKIE DOUGH MIX, CHOCOLATE CHIP",Tylina Food Products Corporation,"Cake, Cookie & Cupcake Mixes"
MINI VANILLA CREME SANDWICH COOKIE,The Bearington Collection,Cookies & Biscuits
"PEPPERONI PIZZA SAUCE, PEPPERONI AND CHEESE IN A GOLDEN CRUST PIZZA BITES, PEPPERONI",Harris-Teeter Inc.,Pizza
AIR FRIED BUTTERFLY SHRIMP BREADED TAIL-ON SHRIMP,Unknown,Frozen Fish & Seafood
"PREMIUM PUB STYLE BURGERS, BLUE CHEESE, ANGUS BEEF",Best Chicago Meat Company LLC,Frozen Patties and Burgers
"ICE CREAM, STRAWBERRIES N' CREAM","River Valley Foods, Inc.",Ice Cream & Frozen Yogurt
100% REAL FRUIT SNACKS,"Delhaize America, Inc.",Candy
"RANCH FRIES CORN & POTATO SNACK, RANCH FRIES",Conagra Foods-Snack Foods Group,"Chips, Pretzels & Snacks"
"DUPLEX SANDWICH CRME COOKIES, DUPLEX","Supervalu, Inc.",Cookies & Biscuits
"LOW FAT SNACKS, STRAWBERRY",The Hershey Company,Candy
"SANDWICHES, CHICKEN BREAST",White Castle System Inc.,Frozen Appetizers & Hors D'oeuvres
:ratio Protein Strawberry Dairy Snack,GENERAL MILLS SALES INC.,Yogurt/Yogurt Substitutes
"MAMMA MIA!, PIZZA CRUST MIX",Hl Outdoors,"Cake, Cookie & Cupcake Mixes"
ORGANIC TURKEY BURGERS,"Plainville Farms, LLC","Poultry, Chicken & Turkey"
SANDWICH SPREAD,ROUNDY'S,Butter & Spread
"DAVE'S KILLER BREAD GOOD SEED ORGANIC BREAD, 27 OZ",Avb Corp.,Breads & Buns
CANDY DECOR,Xcell International Corp,Baking Decorations & Dessert Toppings
"SAUSAGE, EGG AND CHEESE ON CINNAMON SWIRL FRENCH TOAST SAVORY SAUSAGE & A FRIED EGG TOPPED WITH PASTEURIZED PROCESS AMERICAN CHEESE BETWEEN SLICES OF CINNAMON SWIRLED FRENCH TOAST BIG BURLY BREAKFAST SANDWICHES, SAUSAGE, EGG AND CHEESE ON CINNAMON SWIRL FRENCH TOAST","Wal-Mart Stores, Inc.","Frozen Breakfast Sandwiches, Biscuits & Meals"
"Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk",Unknown,Plant-based milk
"CLASSIC CANDIES, CLASSIC",Target Stores,Candy
"BREADED PACIFIC FLOUNDER, BREADED",Trident Seafoods Corp.,Frozen Fish & Seafood
"DRINK, APPLE-PEACH",Thomas Brothers Ham Company,"Fruit & Vegetable Juice, Nectars & Fruit Drinks"
MINIATURES CANDY ASSORTMENT,The Hershey Company,Candy
"FOOD LION, BOSTON CREAM",Food Town Stores Inc.,"Cakes, Cupcakes, Snack Cakes"
LIGHT WHITE BREAD,"Supervalu, Inc.",Breads & Buns
"CHOCOLATE SHAKE, CHOCOLATE",Abbott Laboratories Inc ,"Energy, Protein & Muscle Recovery Drinks"
CHOCOLATE CHIP COOKIES,J&J Snack Foods Corp,Cookies & Biscuits
"HANMIRAE, OCEAN SNACK SEASONED SEAWEED",X-Ray Roger Jimmy Incorporated,Other Snacks
GIANT ENRICHED BREAD,Food City,Breads & Buns
"ICE CREAM, MINT CONDITION","Wells Enterprises, Inc.",Ice Cream & Frozen Yogurt
VINTAGE CREAM SODA,"Hy-Vee, Inc.",Soda
KASHI PIZZA MEDITERRANEAN 5.5OZ,Kashi US,Vegetable Based Products / Meals - Not Ready to Eat (Frozen)
"COTTON CANDY FLAVORED MARSHMALLOW TREAT, COTTON CANDY","Wal-Mart Stores, Inc.","Cakes, Cupcakes, Snack Cakes"
"PINEAPPLE SODA, PINEAPPLE",Kola-Colombiana Inc,Soda
ENERGY DRINK,"A&W Bottling Company, Inc.",Soda
GUMMIES CANDY,Ferrara Candy Company,Candy
RECOVERY ENERGY DRINK,Rockstar Inc.,Soda
"PIZZA SAUCE, PIZZA","Sovos Brands Intermediate, Inc.",Prepared Pasta & Pizza Sauces
"TURTLE ICE CREAM PIE, TURTLE ICE CREAM","Oberweis Dairy, Inc.",Ice Cream & Frozen Yogurt
"DOUBLE UPS SANDWICH COOKIES, VANILLA","Tops Markets, LLC",Cookies & Biscuits
"MILK CHOCOLATE WITH CREAMY MILK FILLING CHOCOLATE, MILK CHOCOLATE","Ferrero U.S.A., Incorporated",Chocolate
"Soup, cream of asparagus, canned, condensed",Unknown,"Soups, Sauces, and Gravies"
"Snacks, popcorn, cakes",Unknown,Snacks
"ICE CREAM, VANILLA","Wal-Mart Stores, Inc.",Ice Cream & Frozen Yogurt
"FRENCH BREAD SINGLES, PEPPERONI PIZZAS",The Schwan Food Company,Pizza
"FLAMIN' HOT FLAVORED FRIES CORN & POTATO SNACKS, FLAMIN' HOT",Frito-Lay Company,Other Snacks
MULTIGRAIN CHEDDAR CHEESE SNACKS,"Luke's Organic, LLC ",Other Snacks
LEMON LIME FLAVORED SODA,Unknown,Soda
GOURMET FLATBREAD PIZZA,"Salutare Foods, LLC",Pizza
"Pie, fried pies, fruit",Unknown,Baked Products
HANDCRAFTED CRINKLE COOKIES,"Mezonos Maven Bakery, Inc.",Cookies & Biscuits
"COOKIES, CHOCOLATE CHIP",Raley's,Cookies & Biscuits
CHOCOLATE KRINKLE COOKIES,Byerly Foods International,Cookies & Biscuits
CRISPY PIZZA BREAD,PIZZA CROCCANTINA,Breads & Buns
CHOCOLATE CHIPS COOKIES,"Vista Bakery, Inc.",Cookies & Biscuits
"P$$T, ASSORTED SANDWICH COOKIES",The Kroger Co.,Cookies & Biscuits
"LOVE BAR, CASHEW BROWNIE ENERGY BAR","Mozian & Associates, Inc.","Snack, Energy & Granola Bars"
QS RED ENERGY DRINK,"Santa Fe Pro Musica, Inc.",Soda
HONEY WHEAT THIN SANDWICH ROLLS,"Ahold USA, Inc. ",Breads & Buns
"DARK CHOCOLATE PEANUTS, DARK CHOCOLATE",Setton International Foods Inc,Chocolate
"BAKED SNACK CRACKERS, CHEDDAR","Pepperidge Farm, Inc.",Crackers & Biscotti
"PIZZA SAUCE, PIZZA",Unknown,Prepared Pasta & Pizza Sauces
ULTRA THIN CRUST PIZZA,"Bernatello's Pizza, Inc.",Pizza
FAMOUS SEASONED FRIES,"Lamb Weston Sales, Inc. ","French Fries, Potatoes & Onion Rings"
FISH FRIES,"Marine Harvest USA, LLC",Frozen Fish & Seafood
"DR PEPPER, SODA, CHERRY, CHERRY","Dr. Pepper/Seven Up, Inc.",Soda
"Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",Unknown,Fruits and Fruit Juices
"COTTON CANDY CARAMEL CORN POPCORN, COTTON CANDY",Target Stores,"Popcorn, Peanuts, Seeds & Related Snacks"
"DIET SODA, ORANGE",Hannaford Bros. Co.,Soda
"MILD CRUNCHY GARLIC UMAMI TOPPING WITH CHILI OIL, MILD CRUNCHY GARLIC",S & B Shokuhin Company Ltd,Vegetable & Cooking Oils
"BURGER KING, Vanilla Shake",Unknown,Fast Foods
PIZZA SNACKS!,Heinz Frozen Food Company,Pizza
"THE HERITAGE BLEND OF CHUCK & BRISKET & SIRLOIN FRESH GROUND BEEF BURGERS, HERITAGE BLEND",Burger Maker Co Inc,Frozen Patties and Burgers
"ARTISAN BREAD, CINNAMON",Crown Brewing LLC,Breads & Buns
SMARTIES CANDY,"Big Y Foods, Inc.",Candy
"MULTIGRAIN SANDWICH BREAD, MULTIGRAIN",Raley's,Breads & Buns
"SODA, CUCUMBER",Dry Soda Co. ,Water
DUBLIN MUDSLIDE ICE CREAM,Unknown,Ice Cream & Frozen Yogurt
COTTON CANDY DREAMSICLE,"Maud Borup, Inc.",Candy
"BUCKLEBERRY FOODS, BLUEBERRY LAVENDER BLISS",Buckleberry Foods,"Popcorn, Peanuts, Seeds & Related Snacks"
"Sweet potato tots, school",Unknown,Fried vegetables
"BANANA BREAD ENGLISH MUFFINS, BANANA BREAD","Bimbo Bakeries USA, Inc.",Breads & Buns
"BREADED ZUCCHINI STICKS, BREADED ZUCCHINI",Rich Products Corporation,Frozen Appetizers & Hors D'oeuvres
"PIZZA, UNCURED PEPPERONI",Nash Finch Company,Pizza
"SEASONED BEEF PATTIES, SEASONED",BJ's Wholesale Club / Corporate Brands,Frozen Patties and Burgers
"DRINK, WATERMELON",Kraft Heinz Foods Company,Other Drinks
"PINEAPPLE SODA, PINEAPPLE",Market Basket Inc.,Soda
"Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery",Unknown,Baked Products
"FOOD LION, SLICED PINEAPPLE IN JUICE",Food Town Stores Inc.,Canned Fruit
MARGHERITA STONE-FIRED CRUST PIZZA,"Newman's Own, Inc.",Pizza
"SANDWICH COOKIES, LEMON",Super Store Industries,Cookies & Biscuits
"Candies, NESTLE, GOOBERS Chocolate Covered Peanuts",Unknown,Sweets
"Pizza with meat other than pepperoni, from frozen, medium crust",Unknown,Pizza
"CHOCOLATE CHIP COOKIES, CHOCOLATE CHIP","President Baking Company, Inc.",Cookies & Biscuits
PURPLE POWER ICE CREAM,Kemps LLC ,Ice Cream & Frozen Yogurt
STEAMED BEAN SNACK,7 For All Mankind ,Canned & Bottled Beans
"ICE CREAM, FRENCH VANILLA","Wells Enterprises, Inc.",Ice Cream & Frozen Yogurt
"STRAWBERRY SODA, STRAWBERRY","Wal-Mart Stores, Inc.",Soda
"BURGER KING, Original Chicken Sandwich",Unknown,Fast Foods
CANDY CORN,"Weis Markets, Inc.",Candy
"BANANA CHIPS, BANANA","Bergin Nut Company, Inc.",Wholesome Snacks
FRENCH FRIED ONIONS,"Tops Markets, LLC",Salad Dressing & Mayonnaise
"CREAMY ONION SNACK DIP, ONION","Lactalis American Group, Inc. ",Dips & Salsa
MARSHMALLOW SANDWICH BITES,"Taste of Nature, Inc.",Candy
A UNICORN MARSHMALLOWS FAT FREE FOOD,Kraft Heinz Foods Company,Candy
"SOUTHERN ORIGINAL FRIED PORK SKINS CHICHARRONES, SOUTHERN ORIGINAL","UTZ Quality Foods, LLC",Other Snacks
"BERRY POP ENERGY DRINK, BERRY POP",Alani Nutrition LLC,Soda
ALBACORE TUNA BURGERS PATTIES,Ocean Beauty Seafoods LLC,Frozen Patties and Burgers
"ALBERTSON'S, WHITE BREAD","Supervalu, Inc.",Breads & Buns
"PEPPERONI PIZZA, PEPPERONI",Luiges Frozen Pizza Inc.,Pizza
"COOKIES, LEMON SUGAR","Nutricin, Inc.",Cookies & Biscuits
"CHOCOLATE CHIP VANILLA ICE CREAM WITH CHOCOLATE, CHOCOLATE CHIP",HP Hood LLC,Ice Cream & Frozen Yogurt
ROASTED SEAWEED SNACK,Eazypower Corporation,Other Snacks
"Turkey or chicken burger, on white bun",Unknown,Burgers
"CHOCOLATE CHIP COOKIE DOUGH BITES, CHOCOLATE CHIP",Imageset Graphics Inc.,Crusts & Dough
"Toddler formula, MEAD JOHNSON, Nutramigen Toddler with LGG Powder, with ARA and DHA, not reconstituted",Unknown,Baby Foods
"PIZZA SEASONING, PIZZA",Colonna Brothers,"Seasoning Mixes, Salts, Marinades & Tenderizers"
"COOKIES & CREME THE COMPLETE COOKIE-FIED BAR, COOKIES & CREME",Lenny & Larry's,Cookies & Biscuits
ICED OATMEAL COOKIES,Ingles Markets Inc.,Cookies & Biscuits
"CHOCOLATE FLAVORED SPRINKLES, CHOCOLATE","McCormick & Company, Inc.",Chocolate
"HOMESTYLE BIG & JUICY BEEF PATTIES, HOMESTYLE",Flanders Provision Company LLC,Frozen Patties and Burgers
BLACK & WHITE COOKIES,"Borough Park Bakery, LLC",Cookies & Biscuits
FRESH DILL CHIPS,"Patriot Pickle, Inc.","Pickles, Olives, Peppers & Relishes"
"ICE CREAM, CANDY BAR ",Cedar Crest Specialties Inc.,Ice Cream & Frozen Yogurt
"Pasta, whole-wheat, dry (Includes foods for USDA's Food Distribution Program)",Unknown,Cereal Grains and Pasta
"ORGANIC SHOESTRING CUT FRIES FRIED POTATOES, SHOESTRING CUT FRIES","Whole Foods Market, Inc.","French Fries, Potatoes & Onion Rings"
"FLAVORED COOKIES, COCONUT",Gomez Cuetara Hnos Sa De Cv,Cookies & Biscuits
"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, ready-to-feed",Unknown,Baby Foods
"Dark chocolate candy, other, NFS",Unknown,Candy containing chocolate
"COOKIES & CREAM ARTISANAL ICE CREAM, COOKIES & CREAM","Bon Bon Desserts Grand Central, LLC",Ice Cream & Frozen Yogurt
FLAVORED BREAD CRUMBS,Quality Frozen Foods Inc.,Bread & Muffin Mixes
"HYPE ENERGY, MFP, SUGAR FREE ENERGY DRINK",DiverseID,Soda
"COOKIES & CREME GRANOLA MINIS, COOKIES & CREME","Inventive Products Laboratories, Inc.",Other Snacks
"CHOCOLATE PEANUT CLUSTERS, CHOCOLATE",Krause Gentle Corporation,"Popcorn, Peanuts, Seeds & Related Snacks"
"Pizza with extra meat, medium crust",Unknown,Pizza
"CHICHARRONES CASEROS PORK CRACKLINS, PORK",Macs Old Plantation,Other Snacks
VEGGIE CHIPS,"Giant Eagle, Inc.","Chips, Pretzels & Snacks"
SHORTCAKE COOKIES,Burtons Gold Medal Biscuits,Cookies & Biscuits
"SODA, PINEAPPLE","Associated Wholesale Grocers, Inc.",Soda
"PEPPERONI PIZZA, PEPPERONI","Wal-Mart Stores, Inc.",Other Deli
"SANDWICH COOKIES, STRAWBERRY",Family Dollar Stores Inc.,Cookies & Biscuits
"HOT POCKETS, meatballs & mozzarella stuffed sandwich, frozen",Unknown,"Meals, Entrees, and Side Dishes"
"OCTOPUS CANDY, SOUR","Mederer U.S.A.,Inc. ",Candy
"FROSTED SUGAR COOKIE PUDDING, FROSTED SUGAR COOKIE","Conagra Brands, Inc.",Puddings & Custards
"SWEET POTATO CRINKLE FRIES, SWEET POTATO","McCain Foods USA, Inc.","French Fries, Potatoes & Onion Rings"
CANDIED APPLE PARFAIT,"Renaissance Food Group, LLC",Canned Fruit
JUMBO SUCKERS CANDY,"Mercado Latino, Inc.",Candy
"COLD PACK CHEESE FOOD, JALAPENO",Vern's Cheese Co,Cheese
Cheeseburger (Burger King),Unknown,Burgers
MANGO CHIPS,HEY HAH,Wholesome Snacks
"CHOCOLATE CHIP GLUTEN FREE GRANOLA, CHOCOLATE CHIP","Jessica's Natural Foods, LLC",Cereal
"CHOCOLATE CHIP COOKIE DOUGH BARS, CHOCOLATE CHIPS","Small Planet Foods, Inc.",Chocolate
"CHOCOLATE FLAVORED CUPCAKES, CHOCOLATE","Wal-Mart Stores, Inc.","Cakes, Cupcakes, Snack Cakes"
"CHICKPEA WITH BROWN RICE, CARROTS, RED PEPPERS, ONIONS, GARLIC, CHILI PEPPER, CUMIN & SPICES BEAN BURGER, CHICKPEA","Goya Foods, Inc. ",Frozen Patties and Burgers
"Beverages, V8 SPLASH Juice Drinks, Diet Fruit Medley",Unknown,Beverages
"SANDWICH CHOCOLATE, SANDWICH CHOCOLATE",Country Choice Organic,Cookies & Biscuits
WASABI CREAMY SANDWICH SAUCE,"Supervalu, Inc.","Oriental, Mexican & Ethnic Sauces"
SPARKLING PARADISE PUNCH ENERGY DRINK,HMY JEWELRY INC ,Soda
HARVEST VEGETABLE THIN AND CRISPY PIZZA,"Newman's Own, Inc.",Frozen Appetizers & Hors D'oeuvres
"CHOCOLATE COOKIE PIE CRUST, CHOCOLATE COOKIE","Ahold USA, Inc. ",Crusts & Dough
UNICORN SPARKLE ICE CREAM BARS,Friendly Ice Cream Corp.,Ice Cream & Frozen Yogurt
"CANDY CORN CANDY, CANDY CORN","Meijer, Inc.",Candy
VIRTUOSO THIN + CRISPY CRUST PIZZA,Dr. Oetker Canada Ltd,Pizza
"BAKED SNACK CRACKERS, ORIGINAL","Weis Markets, Inc.",Crackers & Biscotti
"CHOCOLATE CAKE SLICE, CHOCOLATE","Emily Kate's Bakery, LLC","Cakes, Cupcakes, Snack Cakes"
"COTTON CANDY PREMIUM ICE CREAM, COTTON CANDY","Casper's Ice Cream, Inc.",Ice Cream & Frozen Yogurt
"CLOVER VALLEY, GOLDEN SNACK CRACKERS",Wortz Company,Flavored Snack Crackers
"WHEAT SNACK CRACKERS, WHEAT",The Kroger Co.,Crackers & Biscotti
"ICE CREAM, CHOCOLATE",The Moran Group Incorporated,Ice Cream & Frozen Yogurt
"KEY FOOD, BLUE CHEESE",KEY FOOD,Cheese
"COOKIES AND CRME FROZEN DESSERT, COOKIES; CRME","Danone US, LLC",Ice Cream & Frozen Yogurt
PREMIUM MEAT SNACK,"Intermountain Natural, LLC",Other Snacks
ROASTED ENERGY MIX,"D & C Distributing Co., Inc.","Popcorn, Peanuts, Seeds & Related Snacks"
STRAIGHT CUT FRENCH FRIED POTATOES,Hannaford Bros. Co.,"French Fries, Potatoes & Onion Rings"
Egg sandwich on wheat bread,Unknown,Egg/breakfast sandwiches
"CHEESE PUFFCORN FLAVORED SNACKS, CHEESE",Frito-Lay Company,Other Snacks
"Candies, MARS SNACKFOOD US, STARBURST Sour Fruit Chews",Unknown,Sweets
ASSORTED HOLIDAY CANDY,Walgreens Co.,Candy
PLAIN BREAD CRUMBS,Pastene & Company Inc.,Bread & Muffin Mixes
"Sour cream, imitation, cultured",Unknown,Dairy and Egg Products
"CLUB & CHEDDAR SANDWICH CRACKERS, CLUB & CHEDDAR",Keebler Company,Crackers & Biscotti
THIN CRUST MEGA MEAT PIZZA,"Wal-Mart Stores, Inc.",Pizza
WHITE  BREAD DOUGH,"Weis Markets, Inc.",Frozen Bread & Dough
GUMMI SHARKS CANDY,"Hy-Vee, Inc.",Candy
"DR. SNACK, RICE CRACKER",Good People's Corporation,Crackers & Biscotti
CLASSIC POTATO CHIPS,"Hmb, Inc.","Chips, Pretzels & Snacks"
"Soft drink, pepper type, decaffeinated",Unknown,Soft drinks
"CLASSIC CHILI & SALT CHICHARRONES FRIED PORK RINDS, CLASSIC CHILI & SALT",4505 Meats,Other Snacks
FRUIT SLICES CANDY,"Tops Markets, LLC",Candy
"COFFEE FLAVORED ICE CREAM, COFFEE",The Mochi Ice Cream Company,Ice Cream & Frozen Yogurt
"SHASTA, SODA, PINEAPPLE",Shasta Beverages,Soda
"SODA, SMOOTH",Food Town Stores Inc.,Soda
"PALMER, CHOCOLATE HEART, MILK CHOCOLATE, MILK CHOCOLATE",R.M. Palmer Co.,Cookies & Biscuits
"ASSORTED CHOCOLATE TRUFFLES, DARK CHOCOLATE, WHITE CHOCOLATE, MILK CHOCOLATE",Lindt & Sprungli (Schweiz) AG,Chocolate
"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",Unknown,Vegetables and Vegetable Products
"WHOLE FOODS MARKET, ANGEL FOOD CAKE, CHOCOLATE, CHOCOLATE","Whole Foods Market, Inc.","Cakes, Cupcakes, Snack Cakes"
"CHOCOLATE CRME PIE, CHOCOLATE",Schwan's Company,Other Frozen Desserts
CRISPY RICE SNACKS,"Post Consumer Brands, LLC",Candy
"BREAD & BUTTER CHIPS PICKLES, BREAD & BUTTER","Wal-Mart Stores, Inc.","Pickles, Olives, Peppers & Relishes"
Ice cream candy bar,Unknown,Ice cream and frozen dairy desserts
"LEMON SANDWICH CREME COOKIES, LEMON","Supervalu, Inc.",Cookies & Biscuits
PEPPERONI & GARLIC ITALIAN CRUST PIZZA,Trans Digital Corporation,Pizza
"ICE CREAM SANDWICHES, CHURN STYLE","Ahold USA, Inc. ",Ice Cream & Frozen Yogurt
"Bread, barley",Unknown,Yeast breads
"BURGER KING, french toast sticks",Unknown,Fast Foods
SUGAR FREE ENERGY DRINK,Unknown,Soda
BREADED CHICKEN CLUB SANDWICH,AdvancePierre Foods Inc.,Frozen Appetizers & Hors D'oeuvres
"ORANGE SPORT ENERGY CHEWS, ORANGE",Skratch Labs Inc. ,"Snack, Energy & Granola Bars"
"SEASONED SHRIMP FRI SEAFOOD BREADING MIX, SEASONED",Zatarain's Inc.,Bread & Muffin Mixes
X2 All Natural Energy gives you the energy to perform at your best while maintaining a healthy lifestyle every day. X2 gives you the same kick as other energy drinks with no artificial ingredients.,Advanced Bio Development Inc,Non Alcoholic Beverages  Ready to Drink
HEARTS CANDY,Sunmark,Candy
"VEGGIE-FILLED PATTIES BINGS, VEGGIE-FILLED PATTIES",Rollin' n Bowlin' LLC,Frozen Patties and Burgers
"Bread, potato",Unknown,Yeast breads
"Orange juice beverage, 40-50% juice, light",Unknown,Fruit drinks
"NUTKAO, SNACK",Nutkao Srl,Crackers & Biscotti
ITALIAN COOKIE ASSORTMENT,Kings Super Markets Inc,Cookies & Biscuits
PEANUT BUTTER SANDWICH CRACKERS,Keebler Company,Crackers & Biscotti
HOMESTYLE OAT BREAD,"Pepperidge Farm, Inc.",Breads & Buns
ZESTY WAFFLE CUT SEASONED FRENCH FRIED POTATOES,"Hy-Vee, Inc.","French Fries, Potatoes & Onion Rings"
"ENERGY WATER, TROPICAL CITRUS",Rockstar Inc.,Soda
"WINCO FOODS, GARLIC POWDER","Winco Foods, Inc.",Herbs & Spices
SANDWICH BUN,"Dierberg's Markets, Inc.",Breads & Buns
"WHITE ENRICHED SANDWICH BREAD, WHITE","Brookshire Brothers, Ltd",Breads & Buns
"JOHNVINCE FOODS, MILK CHOCOLATE CRANBERRIES","Jo-Lee Food Products, Inc.","Popcorn, Peanuts, Seeds & Related Snacks"
"CHOCOLATE ITALIAN GELATO, CHOCOLATE",Cadia,Ice Cream & Frozen Yogurt
"EGG SALAD SANDWICH EGG SALAD WITH LETTUCE ON FRESHLY BAKED WHITE BREAD, EGG SALAD SANDWICH",Rachael's Food Corporation,Prepared Subs & Sandwiches
ENERGY DRINK,3D Energy Drinks LLC,Soda
PEPPERONI PIZZA,Todd Industries Incorporated,Pizza
"FOOD LION, FRENCH STYLE DRESSING",Food Town Stores Inc.,Salad Dressing & Mayonnaise
SALMON BURGERS,"Raw Seafoods, Inc.",Frozen Patties and Burgers
Egg salad sandwich on white,Unknown,Egg/breakfast sandwiches
FROSTED SUGAR COOKIES,Stater Bros. Markets Inc.,Cookies & Biscuits
"CHOCOLATE MACAROONS, CHOCOLATE",Goodman's Matzoh Products,"Cakes, Cupcakes, Snack Cakes"
"MIDTOWN PIZZA CO., ITALIAN PIZZA CRUSTS, ITALIAN",H E Butt Grocery Company,Crusts & Dough
"CHOCOLATE MUFFINS WITH CHOCOLATE CHIPS, CHOCOLATE","Bimbo Bakeries USA, Inc.","Croissants, Sweet Rolls, Muffins & Other Pastries"
"CHILI LIME CHICHARRONES FRIED PORK SKINS, CHILI LIME","UTZ Quality Foods, LLC",Other Snacks
"FAST ENERGY FRUIT, CRANBERRIES & RAISIN",Sunshine Raisin Corporation,Wholesome Snacks
"PIZZA, FOUR CHEESE","Schwan's Mama Rosa's, LLC",Pizza
FAVORITES DEVIL'S FOOD CAKE MIX,"General Mills, Inc.","Cake, Cookie & Cupcake Mixes"
"CLASSIC ICE CREAM, VANILLA",Walgreens Co.,Ice Cream & Frozen Yogurt
WHITE SANDWICH ROLLS,Wakefern Food Corporation,Breads & Buns
"CHOCOLATE CHOCOLATE CHIP GELATO, CHOCOLATE CHOCOLATE CHIP",Al Gelato Chicago LLC,Ice Cream & Frozen Yogurt
POTATO ROLLS BREADS,"Essential Foods, Inc.",Breads & Buns
"CHOCOLATE VANILLA COOKIE SANDWICHES, CHOCOLATE VANILLA","Austin's Natural Frozen Pops, Inc",Ice Cream & Frozen Yogurt
"GUMBALLS, SODA POP","Maud Borup, Inc.",Chewing Gum & Mints
"CHOCOLATE CUPCAKES, CHOCOLATE","Wal-Mart Stores, Inc.","Cakes, Cupcakes, Snack Cakes"
STEAK FRIES,"Iga, Inc.","French Fries, Potatoes & Onion Rings"
"FOOD LION, PURE CANOLA OIL",Food Town Stores Inc.,Vegetable & Cooking Oils
"SODA, ORANGE",Food Town Stores Inc.,Soda
"Tea, tundra, herb and laborador combination (Alaska Native)",Unknown,American Indian/Alaska Native Foods
Gardenburger Veggie Burgers Black Bean Chipotle 10oz,Kellogg Company US,Vegetable Based Products / Meals
"ORGANIC ENERGY CHEWS, STRAWBERRY",PROBAR LLC ,"Snack, Energy & Granola Bars"
"ORGANIC CANDY DROPS HARD CANDY, MIXED FRUIT",Ferrara Candy Company,Candy
BAKING SODA,Target Stores,Baking Additives & Extracts
"ARMOUR, LUNCHMAKERS, PIZZA, PEPPERONI, PEPPERONI",Smithfield Packaged Meats Corp.,Lunch Snacks & Combinations
NOMS GUSHERS GUMMY SNACKS,"Lenovo (Beijing) Co., Ltd.",Candy
"HOT & SPICY BAKED FRIES CORN & POTATO SNACKS SHARING PACK, HOT & SPICY",Hawaiian Hula Girl,"Chips, Pretzels & Snacks"
"TAPIOCA PUDDING SNACKS, TAPIOCA",Kraft Heinz Foods Company,Puddings & Custards
DUPLEX SANDWICH CREMES COOKIES,"S. M. Flickinger Co., Inc.",Cookies & Biscuits
SONOMA VEGGIE BURGER,Amy's Kitchen Inc.,Other Meats
MERMAID BREAD,Bakehouse Bread Company,Breads & Buns
CRUNCH SESAME & PUMPKIN SEEDS SNACKS,Entertainment Production House Inc.,"Popcorn, Peanuts, Seeds & Related Snacks"
"PEPPERONI THIN CRUST PIZZA, PEPPERONI","Wal-Mart Stores, Inc.",Pizza
COOKIES,Gamesa USA Inc.,Cookies & Biscuits
"COTTON CANDY MINI CUPCAKES, COTTON CANDY",Target Stores,"Cakes, Cupcakes, Snack Cakes"
TURKEY & SWISS SANDWICH,"Publix Super Markets, Inc.",Prepared Subs & Sandwiches
"BREEZEBERRY ENERGY DRINK, BREEZEBERRY",Alani Nutrition LLC,Soda
WHITE GUMMY BEAR ENERGY DRINK,Energy Beverages LLC,Sport Drinks
"BABA FOODS, HUMMUS",Tristan Publishing Inc,Dips & Salsa
MINI CHEWY CANDY,Ferrara Candy Company,Candy
"ORANGE CREAM VANILLA ICE CREAM AND ORANGE SHERBET, ORANGE CREAM",Smart & Final Iris Corporation,Ice Cream & Frozen Yogurt
"ZESTY SOUTHERN FRIED POPCORN SHAPED BREADED WHITE MEAT CHICKEN PATTIES WITH HOME-STYLE MASHED POTATOES AND SWEET CORN - INCLUDES A BROWNIE, SOUTHERN FRIED POPCORN CHICKEN",Campbell Soup Company,Frozen Dinners & Entrees
"STRAWBERRY ICE CREAM, STRAWBERRY",Wilcoxson's Ice Cream Co. Inc.,Ice Cream & Frozen Yogurt
CAFFEINE FREE SODA,"Safeway, Inc.",Soda
"CHERRY SODA, CHERRY","Dr. Pepper/Seven Up, Inc.",Soda
"HAMMOND'S, COTTON CANDY","Hammond's Candies Since 1920, LLC ",Candy
DELUXE FRENCH BREAD PIZZAS,Nestle Usa-Frozen Food Division,Pizza
DIP CHIPS,"Supervalu, Inc.","Chips, Pretzels & Snacks"
"PREMIUM ICE CREAM, VANILLA",Ingles Markets Inc.,Ice Cream & Frozen Yogurt
"CHEESY SNACK PARTY MIX, CHEESY","Hy-Vee, Inc.",Other Snacks
"RAGAMAN GOLD, ENERGY DRINK, PASSION FRUIT, PASSION FRUIT","The Buffalo Collection, LLC",Soda
"DANG! THAT'S GOOD, RED CREAM SODA","Imperial Flavors, Inc.",Soda
